date,title
1988-06-15,Opec Aims For Accord On Output Levels 
1988-06-15,Opec Quota Is Extended Six Months 
1988-06-16,Business Saudis Accept Texaco Partnership 
1988-06-16,Oil Rates Slip On Opec Move 
1988-06-16,Texaco Says It May Sell Refineries To Saudi Arabia 
1988-06-17,Crude Oil Imports Grow 
1988-06-17,Saudis Accept Texaco Partnership 
1988-06-19,Saudi Link To Texaco May Help Stabilize Oil Prices 
1988-06-22,Oversupplied Market Leads To Drop In Oil Prices 
1988-06-25,Oil Prices On Decline 
1988-06-25,Saudis Increase Discounts To Some Buyers In Europe 
1988-06-28,Excess Crude Drops Energy Futures 
1988-07-01,Crude Oil Prices Plunge 
1988-07-01,Lower Crude Un Oil Prices Help Cool Inflation 
1988-07-01,Oil Prices Slip Below 15 A Barrel 
1988-07-02,Oil Drops Below 15 A Barrel Opec Price War Anticipated 
1988-07-02,Oil Prices Drop On 
1988-07-02,Oil Prices Fall Traders Fear Opec Price War 
1988-07-02,Oil Prices Seen To Stay Low 
1988-07-04,Indias Oil Imports Grow As Its Own Supply Stagnates 
1988-07-05,Oil Market Ignores Gulf Crisis 
1988-07-06,Price Of Of Oil Stable Despite Hostilities 
1988-07-07,At Least 150 Missing Oil Rig Explodes 
1988-07-07,Oil Prices Rise Based On Opec Meet Rumor 
1988-07-07,Rescuers suspended the search for up to 166 workers
1988-07-08,Impact Of Rig Disaster On Oil Futures Lessens 
1988-07-08,OIL RIG EXPLODES IN NORTH SEA The Washington Post
1988-07-08,Stocks Fall As Oil Prices Rise Dollar Weakens 
1988-07-09,North Sea Oil Rig Blast Pushes Up Prices 
1988-07-12,Crude Oil Prices Plummet 
1988-07-12,Oil Prices Plunge On Supply Reports 
1988-07-13,Analysts See Pump Prices Up 2 Cents By September 
1988-07-14,Oil Imports Jump 
1988-07-14,Oil Imports Surge In First Half Of 88 
1988-07-17,World Crude Oil Prices Firmer 
1988-07-18,Massive Oil Spill Kills Small Wildlife In Texas 
1988-07-18,Mexico Takes Errant Opec Members To Task 
1988-07-18,Oil Spill Has Little Effect On Wildlife 
1988-07-18,Texas Oil Spill Killing Animals 
1988-07-19,Gasoline Demand And Prices 
1988-07-20,World Oil Price Reacting To Peace Prospect 
1988-07-21,Oil Prices Fall Back 
1988-07-25,Oil Prices Edge Higher On World Marts 
1988-07-25,Why Oil Is Cheaper But Gas Isnt 
1988-07-30,Oil Prices Fall On Most Markets 
1988-08-04,Gas Prices Raise To 3Year High 
1988-08-04,Gulf War Oil Boom Sparked It And Doused It 
1988-08-04,Opec Confesses It Is One Cause Of Low Oil On Prices 
1988-08-09,CeaseFire Plan Fuels Oil Prices 
1988-08-09,Consumer Goup Says Gas Prices Are Too High 
1988-08-09,Oil Group Denies Charge 
1988-08-10,Gulf Truce Spawns Rise In Oil Price 
1988-08-11,Change Of Seasons Hits Oil Futures Prices 
1988-08-17,Oil Demand Unlikely To Reduce Glut 
1988-08-17,Oil Futures Prices Down In Advance Of Report 
1988-08-20,Oil Prices Climb On Opec Rumor 
1988-08-20,Pemex Announces Plan To Raise Some Oil Prices 
1988-08-21,Mexico To Raise Oil Prices For West 
1988-08-22,Ceasefire Can Help Raise Oil Prices 
1988-08-22,Mexico Raises Oil Price To Us 
1988-08-24,Oil Futures Decline Inventory Hike Expected 
1988-08-26,Opec Report Pushes Oil Prices Down Sharply 
1988-08-31,Texaco To Pay State For Oil Overcharges 
1988-09-01,Energy Futures Prices Mixed Opec Report Worries Traders 
1988-09-03,Oil Prices Predicted To Drop 
1988-09-05,Gulf Calm May Bring Oil Prices Down Say Experts 
1988-09-05,In Gulf Mean Oil Lower Prices Analysts 
1988-09-05,Oil Prices Slide 
1988-09-07,Dont Forget Lessons Of Oil Crisis 
1988-09-07,Oil Prices Slide On Supply Concerns 
1988-09-08,Analysts Oil May Fall More Wont Collapse 
1988-09-09,International Gulf Oil Ministers To Meet In Saudi Arabia 
1988-09-10,Oil Futures Decline To Near 2Year Lows 
1988-09-11,Thousands Of Gallons Of Oil Gush Into Busy Streets Of Los 
1988-09-12,Oil Prices Rebound After Skid Below 14 A Barrel 
1988-09-12,Saudi Head Hints At Stabilized Oil Supplies 
1988-09-13,Oil Prices Rebounding After A TwoYear Low 
1988-09-14,Revised Estimates Show Us With Gain In Crude Oil Reserves
1988-09-19,Opec Chief Says Oil Price To Recover Soon 
1988-09-20,Opec Ministers Schedule Emergency Session Sunday 
1988-09-22,Crude Gasoline Futures Higher Heating Oil Oil Down 
1988-09-22,Gasoline Futures Up Heating Oil Down 
1988-09-25,Opec Ministers Discuss Ways To Limit Production 
1988-09-26,Opec Nations Meet To Harness Surge In Oil Production 
1988-09-27,Control Over Flow Of Oil 
1988-09-27,Opec Chairman Predicts Comeback 
1988-09-27,Opec Seeks Process For Unity Restoration 
1988-09-27,World Opec On Verge Of Starting Over 
1988-09-29,Crude Oil Prices Decline 
1988-10-01,Oil Price Slide Reflects Opec 
1988-10-04,Gas Prices Stay Stable Despite Oils Slide 
1988-10-05,Crude Oil Prices Fall To TwoYear Low 
1988-10-05,Rude Oil Prices Steady Outlook Still Bearish 
1988-10-06,Premium Gasoline Little Value For Your Money Study Shows 
1988-10-07,State Official Savs 18Cent Drop Possible As Fuel Oil 
1988-10-09,Life On Oil Platform Far From Boring 
1988-10-10,Arabia Calls For Oil Reductions 
1988-10-10,Saudis Want Opec To Cut Oil Production 
1988-10-10,Saudis Warn Oil Price Accord Must Precede Pumping Letup 
1988-10-12,Crude Oil Prices Seesaw 
1988-10-12,Home Oil Prices Have Dropped Sharply 
1988-10-13,Crude Oil Prices Take Jump To More Than 14 A Barrel 
1988-10-15,Gulf Oil Cartel Seeks To Raise Ailing Prices 
1988-10-16,Crude Oils Sharper Price Moves 
1988-10-20,Oil Production Down In Us 
1988-10-24,Oil Companies See Downstream Gains 
1988-10-25,Oil Firms Report Increased Profits 
1988-10-25,Oil Prices Decline After Opec Meetings 
1988-10-31,Opec Violations Point To Crisis In Oil Prices 
1988-11-02,Sinking Prices Will Put Oil Patch Over A Barrel Decline 
1988-11-10,Opec Crude Oil Reserves Up 
1988-11-10,TexacoSaudi Deal Opposed By Group Citing Threat To Us 
1988-11-10,Timber Sale To China Esso Puts Hold Oil Pleases Elders Res
1988-11-11,Experts Think Oil Prices Will Drop Sharply 
1988-11-12,Moving Away From Western Oil Companies 
1988-11-13,Gasoline Steady Heating Oil Down 
1988-11-15,Getting Importers To Buy At Govt Price 
1988-11-17,Opec Reaches Agreement On Oil Production Cutbacks 
1988-11-18,Oil Prices Slump Worldwide Opec Urges Iran Iraq To Curb 
1988-11-19,Oil Futures Prices Vary 
1988-11-20,Increase In Oil Futures Boosts Precious Metals 
1988-11-21,Oil Companies Afraid Of Change 
1988-11-21,Shell To Proceed With 650m Plant Upgrade Sap 
1988-11-23,Opec Confusion Rattles Traders 
1988-11-23,Opec Oil Ministers Cut A Tentative Deal 
1988-11-24,Oil Down But Gas Still Up By Mark Bomste 
1988-11-24,Opec Ministers Agreement May Send Oil Prices Up As 
1988-11-25,Analysts Doubt Oil Pact Will Hold 
1988-11-25,Crude Oil Prices Gush Up Following Production Deal 
1988-11-25,If Opec Deal Stands Gas Prices May Jump 
1988-11-25,Opec Cuts A Tentative Deal To Increase Crude Oil Prices 
1988-11-25,Opec Deal Would Hike Oil Prices 
1988-11-25,Opec Leaders Find Oil Price Agreement 
1988-11-25,Opec Ministers Cut Tentative Deal To Limit Production 
1988-11-25,Will Crude Oil Costs To The Us Stabilize 
1988-11-26,Crude Oil Prices Set To Rise 
1988-11-26,Oil Output Agreement Analysts Doubt Opec Control 
1988-11-26,Opec Deal Wont Hold Oil Analysts Predict 
1988-11-26,Opec Sets Tentative Limits Oil Prices Up Cartel Curbs 
1988-11-27,Opec To Cut Output Raise Prices 
1988-11-28,Business Opec Agrees To Cut Production 
1988-11-28,New Agreement Will Cut Output Raise Oil Prices 
1988-11-28,Oil Output Is Cut Prices Going Up 
1988-11-28,Opec Agreement Will Raise Prices 
1988-11-28,Opec Agrees To Cut Oil Production Boost Prices 
1988-11-28,Opec Cuts Output To Raise Oil Prices 
1988-11-28,Opec In Accord Oil Prices To Go Up 
1988-11-28,Opec Ministers Agree On Production Accord 
1988-11-28,Price Of Gasoline Will Rise Following Opec Accord 
1988-11-29,Oil Prices Will Not Rise Experts 
1988-11-29,Opec Approves Output Pact Prices Rise 
1988-11-30,Experts Gas Prices Wont Increase Soon 
1988-12-01,Editorials Gasoline Prices Hit Pose A Riddle 
1988-12-01,Oil Patch Is Pleased By Opec Agreement 
1988-12-01,Oil Prices Energy Futures Surge Amid Oil Pact 
1988-12-02,Oil Futures Stronger 
1988-12-03,Oil Futures Rise 
1988-12-03,Oil Futures Up In Light Trading 
1988-12-05,Forestall An Oil Crisis 
1988-12-05,Gas Price Falls To Under 1 
1988-12-05,Gas Prices Under 1 Per Gallon 
1988-12-05,Gasoline Price Under 1 Survey Shows Market Stable 
1988-12-05,Gasoline Prices Dip By Nearly Half A Cent 
1988-12-07,Oil Futures Prices Drift Higher Tuesday 
1988-12-07,Oil Prices Pushed Up 
1988-12-08,Energy Futures Turn Higher 
1988-12-09,Oil Prices Lower 
1988-12-13,Bond Prices Slightly Lower 
1988-12-13,Survey Area Gas Prices Above State Average Social Security 
1988-12-14,Daily Crude Down In Sept 
1988-12-14,Iraq Abandons Oil Pipeline 
1988-12-17,Gasoline To Remain 
1988-12-17,Inflation Climbs At Moderate Pace 
1988-12-17,Inflation Rises Moderately 
1988-12-17,Inflation Up Moderately Housing Starts Hit Hiqh 
1988-12-17,Wholesale Price Rise Eases Fears 
1988-12-18,Heating Oil In State 
1988-12-18,Stocks Close Strongly Higher 
1988-12-18,Wholesale Prices Housing Starts Up 
1988-12-19,End Seen For Opec In Future 
1988-12-19,Energy Secretary Says Opec Doomed 
1988-12-19,Gas Orice Dio Brinas 25 Billion Savings 
1988-12-19,Gasoline Prices Dropping 
1988-12-19,Gasoline Prices Edge Downward 
1988-12-21,Natural Gas A Money Spinner 
1988-12-21,Oil Futures Prices Rise Sharply For January Buys 
1988-12-22,Experts Predict Oil Price Hike 
1988-12-22,Higher Oil Prices Appear Likely 
1988-12-23,Oil Spilled After Tug Hits Barge 
1988-12-24,Experts Expect Oil Prices To Rise 
1988-12-24,Opec Seen As Serious Over Quotas Higher Oil Prices Shell 
1988-12-25,Japan May Have To Pay More For Indon Crude 
1988-12-26,Stock Market In Review Closed Today Market Advanced Last Week
1988-12-27,Crude Oil Prices Continue To Fall 
1988-12-27,Pacific Oil Spill Kills 300 Sea Birds 
1988-12-28,Oil Prices Increase 
1988-12-28,Oil Prices Post Increase 
1988-12-28,Stepping On The Gas 
1988-12-29,Energy Futures Lower 
1988-12-29,Gas Prices No Longer Crude Based 
1988-12-29,Home Heating Oil Prices Higher Says State Office Of Energy 
1988-12-29,Prices Show Decline 
1988-12-30,Oil Slick Called Worst In The States History 
1988-12-30,Oil Slick Is The States Worst 
1988-12-31,Oil Prices End Strong 
1989-01-02,More Crude Oil Birds Are Found 
1989-01-04,Crude Oil Prices Firmer 
1989-01-10,Saudis Reportedly Have More Oil Gas 
1989-01-11,Analysts Doubt Pumped Up Prices For Oil Will Last 
1989-01-11,Oil Jumps But Analysts Remain Skeptical 
1989-01-11,Oil Prices Making Comeback After Opec Production Cuts West 
1989-01-12,Oil Jumps But Analysts Have Doubts 
1989-01-12,Oil Prices Increase Faster Than Expected By The Press 
1989-01-12,Oil Prices Increase Speed Surprising 
1989-01-12,Oil Prices Up But Is Opec On The Rebound 
1989-01-13,Is Oil Pact Holding Up Prices Climb But Two Opec Nations 
1989-01-14,Oil Spills Continue To Foul Waters Kill Birds 
1989-01-15,Analysts Not Sure About Success Of Oil Prices 
1989-01-15,Latest Accident May Rekindle Environmentalism Oil 
1989-01-17,Tight Sweet Crude Means Higher Prices 
1989-01-24,Crude Oil Prices Drop On A Barrel 
1989-01-24,Crude Oil Prices Plunge In Heavy Selling 
1989-02-03,Crude Oil Prices Jump Up Sharply 
1989-02-16,Output Limit Plan Raises Oil Futures 
1989-02-21,Opec Accord Said Raising Prices By Sally Jacobsen 
1989-02-21,Opec Members Sticking To Production Ceilings 
1989-02-21,Opec Still Unified In Cutting Oil Output 
1989-03-03,Tanker Runs Aground Spills Oil And Fuel 
1989-03-04,Grounded Tanker Spills Oil Off Hawaiian Coast 
1989-03-04,Tanker Freed Off Oahu Oil Spills 
1989-03-04,Team Works To Clean Up Oil Spill 
1989-03-05,Cleanup Of Oil Up Spill Continues In Hawaii 
1989-03-05,Crews Check Dam To Tanker After Oil 
1989-03-05,Crews Cleaning Up Tanker Oil Spill 
1989-03-06,Damaged Tanker Pumped Dry As Oil Spill Cleanup Continues 
1989-03-07,Exxon Head Expects Oil Prices To Be Stable For Up To 2 Years
1989-03-08,Platinum Pushes Price Of Metals 
1989-03-14,Crude Oil Prices Surge 
1989-03-15,Crude Cracks Us19 Mark After 7 Weeks 
1989-03-16,Oil Futures Jump 48 Cents Approach 17Month High 
1989-03-16,Prices Of Crude Oil Highest In Years 
1989-03-17,Lower Oil Prices Foreseen After 6 Months Of Increase Us 
1989-03-21,Oil Prices Plummet Reverse Earlier Rally 
1989-03-22,Fuel Costs Expected To Go Up Again 
1989-03-24,Tanker Spills 113 Million Gallons Of Oil Off Alaska 
1989-03-25,Alaskan Tanker Spills 11 Million Gallons Of Oil 
1989-03-25,Grounded Tanker Spills Crude Oil Off Coast Of Alaska 
1989-03-25,Grounded Tanker Spills Oil 
1989-03-25,Lhemicals Tail To Disperse Huge Oil Spill 
1989-03-25,Massive Oil Spill In Alaska Sound A Record For Us 
1989-03-25,North Slope Oil Spill Largest Ever 
1989-03-25,Oil Cleanup Effort Criticized 
1989-03-25,Oil Spill Biggest In Us History 
1989-03-25,Tanker Spills Oil Off Alaska 
1989-03-26,Alaska Oil Spill Biggest In Us History 
1989-03-26,Alaska Oil Spill Everyones Secret Nightmare 
1989-03-26,Biggest Oil Spill In Us History Concerning Wildlife Officials 
1989-03-26,BiggestEver Us Oil Spill Tackled 
1989-03-26,Effort To Clean Record Oil Spill Stymied 
1989-03-27,Disaster Will Be Asked In Spill 
1989-03-27,Fishermen Seek Tanker Spill Compensation 
1989-03-27,Oil Spill Hikes Futures Prices Opec To Meet 
1989-03-27,Tanker Was Piloted Illegally 
1989-03-28,Bush Urged To Declare Alaska Spill A Federal 
1989-03-28,Trial Tanker Spill Pushes Up 
1989-03-28,Winds Hamper Oil Cleanup 
1989-03-28,Winds Hamper Oil Cleanup Effort 
1989-03-29,Bush Dispatches Officials To Evaluate Alaska Oil Spill 
1989-03-29,Oil Spill Sparks Price Surge 
1989-03-30,Fishermen Help Clean Up Spill Spreads To 500 Square Miles 
1989-03-30,Fishermen Try To Check Spreading Dwi By Hal The Associated 
1989-03-30,Gasoline Crude Rise As Opec Committee Convenes 
1989-03-30,Oil Firms Face Criticism On Petrol Price Hike 
1989-03-30,Wholesale Gasoline Prices Surge 
1989-03-31,Oil Company Fires Drunken Captain 
1989-03-31,Oil Prices Soar As Spill Cuts Supply 
1989-04-01,Gas Prices Climb In Emotional Trading 
1989-04-01,Wholesale Gas Prices Climb On Fears Of A Shortage 
1989-04-02,Crude Oil Prices Down 
1989-04-02,Gas Prices Surge Due Tanker Associated To Press Surged 
1989-04-03,Gasoline An Times Monday April 10 Prices Soar In Wake Of 
1989-04-05,Kentuckians Paying More For Gas 
1989-04-06,Gas Rates Up Next Piliter With Crude Price Upswing By 
1989-04-07,Alaskan Oil Spill 2 Companies Limit Gas To Distributors In 
1989-04-07,Gasoline Prices Here Soaring 
1989-04-07,Skinner No Contingency Plan Sufficient Oil Companies Limit 
1989-04-08,Area Gasoline Prices Rising Spill Blamed 
1989-04-08,Oil Spill Reaches Pittsburgh In Higher Gas Prices 
1989-04-09,Analysts Opportunism Has Increased Gas Prices 
1989-04-09,Oil Spill Created Gas Price Hike Opportunity 
1989-04-10,Analysts Say High Gasoline Prices Linked To Rising Costs 
1989-04-11,Gasoline Prices Rise Sharply 
1989-04-14,Texaco Oil Chief Sees 20Cent Hike 
1989-04-17,PumpedUp Gas Prices Get Scrutiny 
1989-04-18,Exxon Says Oil Spill Affected Prices Little 
1989-04-21,Higher Costs Affecting More Than Motorists 
1989-04-22,Petroleum Prices Finish Mixed 
1989-04-24,Exxon Earnings Fall But Not Due To Spill 
1989-04-25,Exxon Not Blaming Earnings Slip On Spill 
1989-04-26,Crude Price Increases Hurt Big Oil Companies Profits 
1989-04-26,Fears Fuel A Jump In Gasoline Prices 
1989-04-27,Exxon Overwhelmed By Oil Spill Associated Press Ways To 
1989-04-29,Saturday April Alaska Governor Chairman Of Exxon 
1989-05-04,Surge Sends Oil Higher 
1989-05-09,Summer Gasoline Could Be Costly 
1989-05-14,Expect Higher Gas Prices 
1989-05-23,Executive Spill Let Gas Prices Rise Early 
1989-05-23,Gas Price Hikes From Refineries 
1989-05-24,Commentary Gasoline Price Hikes Due To Spill 
1989-06-08,New OPEC Limits Meet Resistance
1989-06-09,Opec Plan To Increase Output Sets Oil Tumbling 
1989-06-24,Economist Speaks On Gasoline Prices 
1989-06-25,3 Oil Tanker Spills Foul Nations Waters 
1989-06-26,Three Oil Spills Threaten Us Waters 
1989-07-01,Gas Prices Level Off But Collusion Checked 
1989-07-02,Gas Prices Stable For Fourth Probes Launched Into Possible 
1989-07-06,Commodity Prices Up Broadly 
1989-07-06,Environmentalists See Promise In Oil Slick 
1989-07-06,Norway Spills Oil To Learn To Clean It Up 
1989-07-06,Opec Exceeds Oil Production Press The MultiNation 
1989-07-06,Opec Production At Highest Level 
1989-07-07,20 Barrels Of Crude Oil Spill In To Black Warrior 
1989-07-08,Official Suspects Oil Companies Of Fixing Prices 
1989-07-11,Slick Hull Damage Found Exxon Ship Halted Offshore 
1989-07-12,Exxon Valdez Still Laden With Problems 
1989-07-13,State Officials Seek Gas Price Probe 
1989-07-15,Tanker Leaking Oil Off California 
1989-07-16,Crippled Exxon Valdez Still Leaking Oil 
1989-07-16,Exxon Valdez Leaking Again 
1989-07-16,Exxon Valdez Leaking Oil Again 
1989-07-16,Exxon Valdez Leaking Oil Off The Coast 
1989-07-16,Exxon Valdez Still Leaking Crude Oil 
1989-07-16,Test Confirms Tanker Leaking Oil 
1989-07-16,Tests Confirm Crippled Exxon Valdez Still Leaking 
1989-07-20,Crude Oil Still Oozing From Tank 
1989-07-20,No Shortage Of Gas Soon Expert Says 
1989-07-21,Heating Oil Prices Rise 
1989-07-22,Leaking Pipe Starts Oil Fire 
1989-07-25,State Charges Oil Firms With Gouging 
1989-07-26,Oil Makers Shift Blame On Gas Cost 
1989-07-27,No Oil Price Hikes
1989-07-28,Sosukeuno Gas Prices May Stay Low Till Fall
1989-07-29,Commodity Prices Drop 
1989-07-29,Crude Oil Price Below 18 
1989-07-30,Researchers Say Oil Spill May Be Gone In 5 Years 
1989-08-04,Boren Endorses Bill Expected To Spur Oil Production 
1989-08-10,Oil Futures Prices Rise 
1989-08-10,State Gas Prices Lowest Since April 
1989-08-11,Us Crude Prices Increase 
1989-08-13,Summer Gas Shortage 
1989-08-13,Tarp Rise In Gas Prices Cuts Consumers Demand 
1989-08-18,Environmentalists want oil industry trust fund
1989-08-19,Oil Reserve Estimate Lowered 
1989-08-20,Slack Demand Puts The Brake On Rocketing Gasoline Prices
1989-08-21,Government Cuts Estimate Of Undiscovered Oil Resources 
1989-08-22,Trade Of FuelOil Futures Pacts Okd Nymex Hasnt Decided 
1989-08-23,Oil Futures Close Mixed 
1989-08-26,Crude Oil Prices Drop 
1989-08-31,Gasoline Prices Continue To Fall 
1989-08-31,Heating Oil Demand Up 
1989-09-01,Crude Oil Spilled In Delaware 
1989-09-01,Crude Oil Spilled Into Delaware River 
1989-09-01,Crude Oil Spills Into Delaware 
1989-09-02,Indons Likely To Lower Crude Oil Prices 
1989-09-02,Opec Members Cheat But Prices Stay Firm 
1989-09-08,Clear Skies Now For Enterprise Shares Of Enterprise Oil 
1989-09-10,Exxon Prepares For Pullout From Alaskan Spill Cleanup 
1989-09-10,Exxon Prepares To End Cleanup 
1989-09-10,Exxon Ready From Oil Spill 
1989-09-11,Will Have In Finish Tho Loan 
1989-09-12,Saudi Leases Eyed For Emergency Oil 
1989-09-12,Saudi Oil For Reserves 
1989-09-12,Us May Lease Saudi Crude Oil 
1989-09-13,Saudis May Lease Crude For Storage In America 
1989-09-14,Government Says Oil Reserves Down 
1989-09-14,No Proof Found Of Collusion In Gas Price Increases 
1989-09-14,Oil Reserves Discoveries Down Again 
1989-09-14,Price Investigation Finds No Collusion 
1989-09-14,State Probe Fails To Prove Gasoline Price Fixing 
1989-09-17,Tanker Collision Spills Crude Oil 
1989-09-18,Tankers Collide Leave Oil Spill 
1989-09-18,Tankers Collide Spill Crude Into North Sea 
1989-09-19,State Un Company Directs Spill Cleanup Hull England Aim 
1989-09-22,Hugo Drives Gas Prices Up 2 Cents On Merc 
1989-09-22,Oil Drilling Would Bring Spills Coast Guard Says 
1989-09-24,Oil Industry Cleans Up Gasoline To Better Air 
1989-09-24,OPEC Is Back and Feeling Flush
1989-09-27,Crude Oil Closes Higher 
1989-09-28,Divided Oil Ministers Raise Production Cap 
1989-09-28,Opec To Raise Production 
1989-10-01,Oil Industry Leaders See Promising Times Ahead 
1989-10-11,Crude Oil Output Down Sharply 
1989-10-24,Indonesias Oil Industry Set To Recover 
1989-10-28,Petroleum Crude Oil Output Likely To Dip 
1989-11-08,Conoco Begins Producing Crude Oil From Worlds Deepest 
1989-11-12,Conocos Gulf TLP Takes Drilling to New Depths
1989-11-30,CALIFORNIA SHELL REACH RECORD 1975 MILLION SETTLEMENT OF SPILL
1989-12-19,Cold Wind Pushes Up Oil Prices 
1989-12-20,Oil Contracts Close After Sharp Drop 
1989-12-27,Fire Helps Fuel Heating Oil Price Jump 
1989-12-29,Spot Shortages Expected Too Fire Prompts Heating Oil Price 
1990-01-01,Crude Oil Nears Coast 
1990-01-02,Barrier Built To Protect Moroccan Coast From Oil Spill 
1990-01-02,Commodity Prices Likely To Remain Depressed This Year 
1990-01-02,Huge Atlantic Spill Threatens Moroccos Coast 
1990-01-02,Huge Oil Spill Nears Coast Of Morocco Disasters Times 
1990-01-02,Juice Oil Gasoline Futures Still Climbing 
1990-01-02,Morocco Braces For Slick From Leaky Tanker 
1990-01-02,Oil Slick Drifts Toward Morocco Leaking Tanker Lowed To Sea 
1990-01-02,Oil Worries Stain 90s Outlook 
1990-01-02,Repairs Beginning On Iranian Tanker 
1990-01-03,Moroccan Spill Threat Lessens 
1990-01-03,Portugal Keeps Eye On Crude Oil Spilled By Spanish Tanker 
1990-01-04,Refiners Bidding War Pumps Up Oil Prices 
1990-01-05,FuelOil Prices To Come Down Slowly 
1990-01-06,Fuel Prices Rising Fast Higher Crude Cost Cited 
1990-01-06,Oil Price Increases Show No Signs Of Abating 
1990-01-07,Crude Oil Runs Drop 
1990-01-07,More Giant Oil Spills Predicted 
1990-01-09,Gas Prices Up 10 Cents Since Christmas Peak May Have Been 
1990-01-09,Gasoline Prices Up May Have Peaked 
1990-01-11,Ears Of Flooding Cause Producers To Shut Down Alaskan Oil 
1990-01-12,Oil Industry Tries To Cope With Restrictions 
1990-01-16,Energy Futures Down Sharply 
1990-01-16,Oil Price Increase Hits Pocketbooks Hard 
1990-01-16,Petroleum Prices Nosedive 
1990-01-17,Us Oil Output Has Biggest Drop 
1990-01-18,Production Of Us Oil Off Sharply 
1990-01-18,Us Oil Production Down 
1990-01-18,Us Oil Production Off Sharply Imports Soar 
1990-01-18,Us Oil Production Takes Plunge 
1990-01-20,Us Crude Oil Prices Jump 1 Castration Bill Gets Panel Ok 
1990-01-30,Mobil Fined For Crude Oil Spills 
1990-01-31,Legacy Of Mis Trust Remains From Alaska Oil Spill 
1990-02-01,Real Culprits Oil Companies Refiners Wny Heating On Prices 
1990-02-02,Opec Doesnt Have The Cash 
1990-02-03,Doe Seeks To Lease Oil From Foreigners 
1990-02-04,Corrosion Weakening TransAlaska Line 
1990-02-04,Corrosion Weakens Alaska Pipeline Prompts Investigation 
1990-02-05,Alaska Pipeline Under Scrutiny 
1990-02-05,Corrosion Weakens Alaska Line 
1990-02-06,Gas Price Hikes Are Suspicious 
1990-02-06,Nation Crews Try To Keep Oil From Beaches 
1990-02-07,Agency Warns Of Low Oil Inventories 
1990-02-07,Are The Oil Companies Gouging Us At The Gas Pump 
1990-02-07,In Washington Oil Spill Not An Uncommon Occurence 
1990-02-07,Tanker Hull Gashed Spews Oil Off California 
1990-02-08,A Major Offshore Oil Spill Spreads Toward Scalif Beaches 
1990-02-08,Big Tanker Oil Spill Off California Town 
1990-02-08,CleanUp Under Way As Tanker Leak Stops 
1990-02-08,Crude Oil Is Washing Ashore From California Tanker Spill 
1990-02-08,Major Oil Spill Gushes Off California Coast 
1990-02-08,Offshore Spill Poses Threat For Coastline 
1990-02-08,Oil Spill Nears California Beaches 
1990-02-08,Oil Spill Not An Uncommon Experience 
1990-02-08,Oil Spill Spreading Toward California 
1990-02-09,Battle To Contain Oil Spill Off California Beaches 
1990-02-09,Black Globs Of Oil Begin Washing Ashore In Southern California
1990-02-09,Crude Begins Washing Ashore 
1990-02-09,Crude Oil From Tanker Spill Hits California Beaches 
1990-02-09,Crude Oil Spill Splashes Ashore At Huntmgton Beach 
1990-02-09,Oil Begins Splashing Onto Beach 
1990-02-09,Oil Begins Washing Ashore In California 
1990-02-09,Oil Fouls SurferSunbather Mecca In California 
1990-02-09,Oil From Tanker Washing Ashore 
1990-02-09,Oil Hits California Beaches 
1990-02-09,Oil Slick Hits California Coast 
1990-02-09,Spilled Crude Fouls Beaches In California 
1990-02-10,Alaskan Crude Oil Begins To Surface In Popular Calif Beach 
1990-02-10,Crews Clean Up Oil Slick Held Offshore 
1990-02-12,California Beaches Still Threatened By 14Mile Crude Oil Slick
1990-02-13,Bad Weather Halts Cleanup Of California Oil Spill 
1990-02-13,In Southern California Winds Send Oil Spill Back Onto Beaches
1990-02-13,Oil Spill Sludge Washes Ashore 
1990-02-13,Oil Spills Are Not That Uncommon 
1990-02-13,Rough Sea Halts Oil Cleanup 
1990-02-14,High Winds Rough Seas Halt Cleanup 
1990-02-14,High Winds Waves Halt Oil 
1990-02-14,Oil Spill Cleanup Try Halted 
1990-02-14,Rough Seas Halt Oil Cleanup 
1990-02-14,Rough Seas High Winds Halt Cleanup Of Oil Spill 
1990-02-14,Rough Seas High Winds Slow Oil Cleanup 
1990-02-14,Rough Waves Make Cleanup Hard 
1990-02-14,Wind May Push More Oil Ashore 
1990-02-15,Crude Oil Heaved Ashore By Storm 
1990-02-15,Heavy Seas Push More Crude Oil Ashore 
1990-02-15,Rough Seas High Winds Halt Cleanup 
1990-02-15,Wind Waves Push Oil Onto Beaches 
1990-02-16,Crews Are Playing Tag With Spilled Oily Muck 
1990-02-23,Illinois Oil Spill 16 Times Larger Than Estimated 
1990-02-23,Oh Futures Rise Despite 
1990-02-26,Oil Recovery Estimates High 
1990-02-28,Oils Well That Ends Well For Car 
1990-03-01,Exxon Valdez The Spill the Cleanup and the Charges
1990-03-02,Mock Spill Points Out Problems Public Private Response Needed
1990-03-05,Hard Cash Can Ease Crude Oil Supply Woes In E Europe 
1990-03-08,Crude Oil Prices More Stable 
1990-03-13,Energy Futures Decline 
1990-03-16,Chemistrys Not Right For Oil Companies 
1990-03-17,Petroleum Futures Fall As Demand Weakens 
1990-03-19,Outrage Over Spills Spurs Crackdown On Oil Industry 
1990-03-19,Technical Factors Cut Price Of Oil 
1990-03-21,Stocks Close Lower On Negative Reports 
1990-03-23,Agency Disputes That Firm Stole Crude Oil From Indian Land 
1990-03-23,Exxon Trying But Safety Record Still Weak 
